Customer No.,Exposure at Default,Recovery,Probability of Default,Recovered Money
2550,20.39,0.58,0.0021,0.118262
2551,16.22,15.36,0.0048,2.491392
2552,20.76,28.82,0.0021,5.983032
2553,20.39,34.93,0.0035,7.122227
2554,20.34,18.34,0.0077,3.730356
2555,1.78,11.57,0.0019,0.205946
2556,4.94,14.79,0.0081,0.730626
2557,7.71,29.69,0.0094,2.289099
2558,11.06,16.75,0.0014,1.85255
2559,9.04,8.63,0.0057,0.780152
2560,17.04,31.43,0.001,5.355672
2561,20.98,31.95,0.008,6.70311
2562,1.58,20.53,0.0089,0.324374
2563,5.07,0.47,0.0071,0.023829
2564,4.81,15.87,0.0027,0.763347
2565,18.39,38.15,0.0039,7.015785
2566,18.3,21.52,0.0064,3.93816
2567,24.69,16.52,0.0022,4.078788
2568,17.82,22.12,0.0071,3.941784
2569,22.35,27.05,0.0001,6.045675
2570,2.15,22.43,0.0016,0.482245
2571,11.91,10.13,0.0093,1.206483
2572,23.87,22.22,0.0037,5.303914
2573,0.75,25.49,0.0099,0.191175
2574,8.11,2.83,0.0093,0.229513
2575,23.45,2.55,0.0016,0.597975
2576,24.54,10.41,0.0072,2.554614
2577,5.77,32.62,0.009,1.882174
2578,6.36,25.82,0.0041,1.642152
2579,12.58,0.19,0.0085,0.023902
2580,3.66,2.59,0.0059,0.094794
2581,5.11,4.91,0.0093,0.250901
2582,3.86,3.08,0.0036,0.118888
2583,17.5,29.03,0.0085,5.08025
2584,19.1,5.36,0.0055,1.02376
2585,6.87,9.7,0.0083,0.66639
2586,14.18,28.77,0.0087,4.079586
2587,3.09,10.49,0.0013,0.324141
2588,12.04,39.91,0.0073,4.805164
2589,20.66,28.58,0.0092,5.904628
2590,3.81,0.51,0.0024,0.019431
2591,12.67,35.38,0,4.482646
2592,20.53,35.64,0.0004,7.316892
2593,6.64,28.74,0.0043,1.908336
2594,1.46,36.39,0.0024,0.531294
2595,13.38,34.71,0.0023,4.644198
2596,1.25,36.93,0.003,0.461625
2597,7.1,30.73,0.0003,2.18183
2598,4.84,4.62,0.0045,0.223608
2599,11.75,0.35,0.0074,0.041125
2600,16.78,3.15,0.0003,0.52857
2601,2.21,1.17,0.0074,0.025857
2602,10.85,3.67,0.0045,0.398195
2603,9.59,30.36,0.0038,2.911524
2604,19.54,25.95,0.0003,5.07063
2605,16.48,6.44,0.0051,1.061312
2606,21.68,16.52,0.0098,3.581536
2607,13.25,16.87,0.0085,2.235275
2608,21.97,33.26,0.0059,7.307222
2609,3.89,28.64,0.0025,1.114096
2610,8.49,18.22,0.0041,1.546878
2611,11.17,38.1,0.008,4.25577
2612,1.72,8.82,0.0022,0.151704
2613,18.5,26.1,0.0039,4.8285
2614,4.8,20.74,0.0046,0.99552
2615,2.06,29.16,0.0085,0.600696
2616,20.58,28.35,0.001,5.83443
2617,9.23,10.72,0.0043,0.989456
2618,4.88,24.48,0.0054,1.194624
2619,23.97,35.97,0.0059,8.622009
2620,18.12,14.53,0.003,2.632836
2621,4.15,33.11,0.0034,1.374065
2622,21.08,39.83,0.0009,8.396164
2623,14.01,18.7,0.0078,2.61987
2624,13.73,30.74,0.0018,4.220602
2625,16.44,30.02,0.0036,4.935288
2626,6.09,30.59,0.0072,1.862931
2627,10.95,28.86,0.0059,3.16017
2628,18.18,35.4,0.0056,6.43572
2629,16.07,23.85,0.0063,3.832695
2630,9.86,4.75,0.0021,0.46835
2631,3.32,13.59,0.0011,0.451188
2632,21.31,13.68,0.0085,2.915208
2633,14.98,28.18,0.0006,4.221364
2634,16.55,2.31,0.0016,0.382305
2635,10.83,29,0.0017,3.1407
2636,22.97,15.32,0.0041,3.519004
2637,9.23,26.05,0.0021,2.404415
2638,15.64,15.17,0.005,2.372588
2639,4.01,1.76,0.0089,0.070576
2640,16.04,2.02,0.0011,0.324008
2641,19.26,34,0.0061,6.5484
2642,8.07,1.43,0.0015,0.115401
2643,22.9,8.55,0.0078,1.95795
2644,6.29,9.56,0.0066,0.601324
2645,13.37,5.39,0.0075,0.720643
2646,3.12,14.57,0.0028,0.454584
2647,7.91,13.6,0.0037,1.07576
2648,21.52,29.18,0.0047,6.279536
2649,22.68,19.51,0.0078,4.424868
2650,15.15,33.02,0.0003,5.00253
2651,14.29,21.42,0.0083,3.060918
2652,9.78,39.76,0.0013,3.888528
2653,0.19,5.8,0.0012,0.01102
2654,22.28,22.81,0.0048,5.082068
2655,1.34,21.92,0.0047,0.293728
2656,8.34,4.53,0.0025,0.377802
2657,11.85,28.11,0.0088,3.331035
2658,23.39,7.01,0.0082,1.639639
2659,7.61,27.92,0.002,2.124712
2660,7.36,31.13,0.0023,2.291168
2661,2,24.56,0.0055,0.4912
2662,5.96,16.93,0.0058,1.009028
2663,12.71,12.48,0.0029,1.586208
2664,23.68,25.04,0.0087,5.929472
2665,16.1,28.75,0.0036,4.62875
2666,24.85,0.67,0.0003,0.166495
2667,8.23,14.7,0.0016,1.20981
2668,15.99,13.6,0.0086,2.17464
2669,21.31,29.65,0.0032,6.318415
2670,21.72,32.44,0.0001,7.045968
2671,20.1,22.04,0.005,4.43004
2672,13.77,4.4,0.0022,0.60588
2673,21.96,23.52,0.0047,5.164992
2674,14.37,12.96,0.0021,1.862352
2675,13.82,3.27,0.0043,0.451914
2676,23.75,19.01,0.0083,4.514875
2677,22.36,1.84,0.0027,0.411424
2678,1.91,33.81,0.009,0.645771
2679,7.41,22.33,0.01,1.654653
2680,20.45,13.74,0.0085,2.80983
2681,8.59,17.07,0.0051,1.466313
2682,4.6,15.47,0.0083,0.71162
2683,0.79,31.27,0.0068,0.247033
2684,15.98,4.92,0.0095,0.786216
2685,2.09,12.5,0.0031,0.26125
2686,5.67,19.33,0.0063,1.096011
2687,0.37,17.64,0.0094,0.065268
2688,18,0.99,0.0024,0.1782
2689,15.65,22.47,0.0072,3.516555
2690,21.79,9.23,0.0099,2.011217
2691,0.43,15.52,0.0077,0.066736
2692,13.47,27.78,0.0075,3.741966
2693,17.1,15.19,0.0035,2.59749
2694,21.14,20.68,0.0083,4.371752
2695,22.85,38.46,0.0018,8.78811
2696,11.31,28.86,0.0042,3.264066
2697,8.2,35.08,0.0005,2.87656
2698,3.13,39.53,0.0054,1.237289
2699,0.02,20.35,0.0034,0.00407
2700,8.05,24.81,0.0073,1.997205
2701,14.83,4.35,0.0071,0.645105
2702,19.04,5.55,0.0095,1.05672
2703,1.26,21.94,0.0021,0.276444
2704,20.36,36.98,0.0042,7.529128
2705,11.74,14.83,0.0017,1.741042
2706,18.44,20.34,0.0006,3.750696
2707,18.66,0.85,0.0053,0.15861
2708,13.39,23.14,0.0004,3.098446
2709,14.18,19.45,0.0082,2.75801
2710,2.31,21.11,0.0077,0.487641
2711,15.86,26.22,0.0032,4.158492
2712,22.76,26.77,0.0091,6.092852
2713,9.95,13.33,0.0019,1.326335
2714,6.56,18.04,0.0017,1.183424
2715,16.48,5.88,0.0097,0.969024
2716,11.8,9.2,0.0082,1.0856
2717,15.55,21.82,0.0054,3.39301
2718,16.06,27.18,0.0041,4.365108
2719,11.56,22.47,0.0062,2.597532
2720,20.71,27.09,0.0071,5.610339
2721,4.27,1.13,0.0068,0.048251
2722,22.06,15.29,0.0087,3.372974
2723,8.5,20.7,0.0084,1.7595
2724,21.05,7.15,0.0039,1.505075
2725,0.02,6.18,0.0037,0.001236
2726,9.97,1.29,0.0059,0.128613
2727,23.18,29.99,0.0054,6.951682
2728,0.21,34.75,0.0008,0.072975
2729,11.87,23.22,0.0087,2.756214
2730,8.8,26.04,0.0091,2.29152
2731,12.88,0.28,0.0023,0.036064
2732,17.75,0.37,0.0044,0.065675
2733,8.64,25.43,0.0038,2.197152
2734,24.81,4.91,0.0046,1.218171
2735,10.61,8.13,0.0007,0.862593
2736,8.83,33,0.006,2.9139
2737,14.66,13.95,0.0018,2.04507
2738,8.25,5.95,0.0003,0.490875
2739,22.22,38.42,0.0068,8.536924
2740,14.06,21.69,0.0054,3.049614
2741,15.3,2.73,0.0071,0.41769
2742,8.01,37.59,0.0053,3.010959
2743,22.72,10.74,0.0086,2.440128
2744,22.8,38.51,0.007,8.78028
2745,12.19,38.01,0.0052,4.633419
2746,1.67,16.08,0.006,0.268536
2747,15.41,18.67,0.0013,2.877047
2748,9.76,26.37,0.0028,2.573712
2749,8.05,2.62,0.0076,0.21091
2750,17.71,2.33,0.0006,0.412643
2751,8.24,23.03,0.0012,1.897672
2752,0.45,1.55,0.0067,0.006975
2753,4.62,0.25,0.0088,0.01155
2754,0.5,22.7,0.0041,0.1135
2755,21.87,15.32,0.0093,3.350484
2756,5.28,15.79,0.0064,0.833712
2757,6.85,36.77,0.0035,2.518745
2758,1.2,23.39,0.0087,0.28068
2759,7.08,1.95,0.0014,0.13806
2760,5.63,20.27,0.01,1.141201
2761,9.56,31.76,0.0045,3.036256
2762,11.37,15.61,0.0008,1.774857
2763,20.8,13.28,0.0005,2.76224
2764,11.78,37.75,0.0041,4.44695
2765,17.11,12.73,0.0047,2.178103
2766,23.25,24.77,0.0056,5.759025
2767,3.95,39.28,0.0048,1.55156
2768,20.8,39.3,0.0012,8.1744
2769,8.48,31.07,0.007,2.634736
2770,6.88,33.02,0.0064,2.271776
2771,18.85,25.08,0.0084,4.72758
2772,23.17,32.21,0.0036,7.463057
2773,5.82,27.4,0.0031,1.59468
2774,20.76,16.3,0.0031,3.38388
2775,13.53,1.73,0.0033,0.234069
2776,8.45,30.16,0.009,2.54852
2777,11.18,26.37,0.0042,2.948166
2778,23.94,37.69,0.0043,9.022986
2779,20.75,1.29,0.0033,0.267675
2780,8.53,29.93,0.0063,2.553029
2781,17.17,0.2,0.0097,0.03434
2782,22.17,28.21,0.0001,6.254157
2783,22.05,18.7,0.0018,4.12335
2784,19.19,21.12,0.0067,4.052928
2785,11.54,33.15,0.003,3.82551
2786,23.49,1.19,0.0062,0.279531
2787,12.52,0.27,0.0089,0.033804
2788,16.82,12,0.0006,2.0184
2789,22.26,9.01,0.0006,2.005626
2790,21.35,12.67,0.006,2.705045
2791,18.89,28.62,0.0023,5.406318
2792,5.06,22.31,0.01,1.128886
2793,8.64,19.87,0.0025,1.716768
2794,8.32,24.11,0.0094,2.005952
2795,14.64,26.24,0.0076,3.841536
2796,14.69,11.08,0.0042,1.627652
2797,7.69,29.89,0.0008,2.298541
2798,5.07,33.71,0.0015,1.709097
2799,14.61,14.16,0.0061,2.068776
2800,22.79,8.51,0.0032,1.939429
2801,21.15,35.36,0.0014,7.47864
2802,23.66,35.17,0.0011,8.321222
2803,3.78,23.58,0.0071,0.891324
2804,12.55,29.19,0.0052,3.663345
2805,16.47,19.84,0.007,3.267648
2806,2.36,18.79,0.0004,0.443444
2807,9.39,9.39,0.0066,0.881721
2808,20.84,26.37,0.0031,5.495508
2809,1.71,34.73,0.0088,0.593883
2810,17.87,31.28,0.0041,5.589736
2811,17.15,22.63,0.0027,3.881045
2812,12.28,13.31,0.0092,1.634468
2813,14.14,8.4,0.0009,1.18776
2814,0.82,12.46,0.0088,0.102172
2815,1.61,6.63,0.0073,0.106743
2816,11.73,29.85,0.0098,3.501405
2817,20.67,0.69,0.0081,0.142623
2818,4.55,17.11,0.0098,0.778505
2819,14.8,2.25,0.0028,0.333
2820,18.7,19.57,0.0089,3.65959
2821,0.98,9.54,0.0023,0.093492
2822,21.09,8.24,0.0026,1.737816
2823,10.39,23.9,0.0095,2.48321
2824,8.39,35.45,0.0029,2.974255
2825,14.22,25.13,0.004,3.573486
2826,20.21,20.09,0.0063,4.060189
2827,18.03,38.38,0.0081,6.919914
2828,7.57,27.98,0.0095,2.118086
2829,0.2,38.84,0.0079,0.07768
2830,7.09,35.65,0.006,2.527585
2831,4.36,6.04,0.0043,0.263344
2832,15.26,2.67,0.0006,0.407442
2833,17.76,36.9,0.0006,6.55344
2834,0.44,21,0.0094,0.0924
2835,16.72,8.49,0.0054,1.419528
2836,5.7,23.17,0.001,1.32069
2837,6,2.67,0.0028,0.1602
2838,10.86,15.27,0.0053,1.658322
2839,17.2,2.43,0.0077,0.41796
2840,4.65,16.76,0.004,0.77934
2841,15.23,5.51,0.0071,0.839173
2842,5.96,7.29,0.006,0.434484
2843,22.18,18.17,0.0039,4.030106
2844,16.48,28.87,0.0062,4.757776
2845,24.05,39.42,0.004,9.48051
2846,8.25,14.86,0.0013,1.22595
2847,24.28,10.36,0.0009,2.515408
2848,12.99,18.56,0.004,2.410944
2849,8.65,36.77,0.006,3.180605
2850,2.03,22.72,0.0001,0.461216
2851,4.94,26.35,0.0017,1.30169
2852,4.99,27.16,0.0002,1.355284
2853,14.43,13.08,0.0028,1.887444
2854,9.2,1.01,0.0041,0.09292
2855,19.79,34.49,0.0031,6.825571
2856,17.68,25.82,0.0014,4.564976
2857,15.58,14.04,0.0005,2.187432
2858,18.84,16.47,0.0092,3.102948
2859,14.17,7.83,0.0021,1.109511
2860,20.05,19.38,0.003,3.88569
2861,4.24,29.32,0.0042,1.243168
2862,24.5,5.93,0.004,1.45285
2863,24.12,36.42,0.0079,8.784504
2864,17.43,29.9,0.0064,5.21157
2865,16.95,10.37,0.006,1.757715
2866,17.98,10.4,0.0088,1.86992
2867,21.9,36.32,0.0004,7.95408
2868,24.27,15.29,0.003,3.710883
2869,24.15,12,0.0009,2.898
2870,4.48,15.35,0.0096,0.68768
2871,15.46,37.58,0.0095,5.809868
2872,10.61,16.33,0.0061,1.732613
2873,14.23,8.55,0.0089,1.216665
2874,8.93,11.21,0.0041,1.001053
2875,24.5,11.12,0.009,2.7244
2876,24.43,38.8,0.0087,9.47884
2877,10.35,11.96,0.0009,1.23786
2878,15.15,26.77,0.0058,4.055655
2879,11.95,32.6,0.0091,3.8957
2880,1.06,3.3,0.0075,0.03498
2881,21.37,35.48,0.0008,7.582076
2882,19.02,18.24,0.0002,3.469248
2883,22.75,34.23,0.0054,7.787325
2884,18.85,8.41,0.0024,1.585285
2885,22.5,39.07,0.0046,8.79075
2886,1.95,22.66,0.003,0.44187
2887,9.48,13.31,0.0088,1.261788
2888,13.09,32.7,0.0058,4.28043
2889,2.41,31.06,0.0068,0.748546
2890,17.82,34.2,0.0053,6.09444
2891,23.19,20.54,0.0054,4.763226
2892,3.43,33.32,0.0082,1.142876
2893,16.23,24.2,0.0089,3.92766
2894,19.93,30.22,0.0098,6.022846
2895,10.88,30.77,0.0065,3.347776
2896,13.39,30.23,0.0097,4.047797
2897,8.71,37.65,0.0084,3.279315
2898,2.82,16.51,0.0035,0.465582
2899,5.45,25.07,0.0098,1.366315
2900,11.72,35.62,0.0017,4.174664
2901,16.09,7.54,0.0099,1.213186
2902,15.33,17.02,0.0087,2.609166
2903,11.77,2.31,0.0059,0.271887
2904,19.92,34.26,0.0049,6.824592
2905,10.62,30.58,0.0007,3.247596
2906,14.46,6.23,0.005,0.900858
2907,3.39,13.68,0.0032,0.463752
2908,2.68,9.71,0.009,0.260228
2909,4.3,34.39,0.0093,1.47877
2910,3.4,1.99,0.0012,0.06766
2911,12.89,19.13,0.0048,2.465857
2912,20.85,15.04,0.0039,3.13584
2913,24.93,25.72,0.0065,6.411996
2914,18.9,5.98,0.007,1.13022
2915,20.06,6.37,0.003,1.277822
2916,22.63,1.46,0.0052,0.330398
2917,9.62,22.97,0.0068,2.209714
2918,16.66,0.06,0.0087,0.009996
2919,19.35,16.78,0.0035,3.24693
2920,2.24,26.2,0.0043,0.58688
2921,24.26,29.49,0.0044,7.154274
2922,6.61,38.17,0.0082,2.523037
2923,12.28,28.47,0.007,3.496116
2924,3.29,21.29,0.0063,0.700441
2925,2.71,21.72,0.0078,0.588612
2926,24.41,15.59,0.0006,3.805519
2927,13.74,24.05,0.0037,3.30447
2928,18.43,28.5,0.0057,5.25255
2929,0.36,21.41,0.0062,0.077076
2930,22.77,3.77,0.0034,0.858429
2931,17.24,17.71,0.0016,3.053204
2932,18.21,16.78,0.0047,3.055638
2933,4.66,5.32,0.0064,0.247912
2934,0.22,16.94,0.0081,0.037268
2935,0,32.84,0.003,0
2936,11.03,11.17,0,1.232051
2937,11.83,33.93,0.0002,4.013919
2938,3.39,15.27,0.0049,0.517653
2939,3.88,22.07,0.0018,0.856316
2940,23.69,38.92,0.0071,9.220148
2941,4.99,7.47,0.0091,0.372753
2942,14.94,15.56,0.0052,2.324664
2943,8.85,32.19,0.0058,2.848815
2944,14.15,1.8,0.0088,0.2547
2945,11.7,21.88,0.0066,2.55996
2946,17.55,38.52,0.0056,6.76026
2947,5.21,10.85,0.0067,0.565285
2948,20.86,23.86,0.0001,4.977196
2949,14.89,22.55,0.0037,3.357695
2950,2.31,25.35,0.004,0.585585
2951,14.6,32.55,0.0023,4.7523
2952,17.04,9.89,0.008,1.685256
2953,7.77,35.01,0.0096,2.720277
2954,11.12,5.02,0.0053,0.558224
2955,6.09,16.94,0.008,1.031646
2956,0.27,24.13,0.0097,0.065151
2957,17.5,0.3,0.0094,0.0525
2958,5.44,31.8,0.0047,1.72992
2959,0.74,34.58,0.0045,0.255892
2960,0.78,11.13,0.0051,0.086814
2961,4.28,39.02,0.0093,1.670056
2962,2.02,34.81,0.0084,0.703162
2963,23.01,25.74,0.0025,5.922774
2964,1.66,17.72,0.0075,0.294152
2965,21.19,31.97,0.009,6.774443
2966,15.36,29.87,0.0074,4.588032
2967,22.77,8.2,0.006,1.86714
2968,18.14,4.77,0.0072,0.865278
2969,23.01,37.61,0.0082,8.654061
2970,0.83,21.94,0.0063,0.182102
2971,0.81,4.09,0.0055,0.033129
2972,15.4,20.44,0.0053,3.14776
2973,23.19,25.37,0.0067,5.883303
2974,24.49,11.33,0.0056,2.774717
2975,5.54,39.29,0.0097,2.176666
2976,1.91,11.43,0.0043,0.218313
2977,22.29,18.46,0.0097,4.114734
2978,3.04,31.43,0.0066,0.955472
2979,8.04,18.77,0.0067,1.509108
2980,22.27,19.95,0.0068,4.442865
2981,13.61,30.61,0.0062,4.166021
2982,15.06,37.02,0.0065,5.575212
2983,15.13,11.29,0.0075,1.708177
2984,22.28,3.93,0.0058,0.875604
2985,1.3,4.69,0.0087,0.06097
2986,9.47,5.86,0.0049,0.554942
2987,14.21,6.23,0.004,0.885283
2988,13.66,1.04,0.0038,0.142064
2989,8.3,8.17,0.0062,0.67811
2990,1.07,31.77,0.0092,0.339939
2991,23.03,8.95,0.0074,2.061185
2992,16.43,37.77,0.007,6.205611
2993,19.37,32.48,0.0051,6.291376
2994,4.92,26.72,0.0059,1.314624
2995,16.47,10.14,0.005,1.670058
2996,10.87,21.57,0.0043,2.344659
2997,23.35,28.43,0.0096,6.638405
2998,14.04,16.59,0.0098,2.329236
2999,6.27,33.38,0.0026,2.092926
3000,19.31,1.14,0.0007,0.220134
3001,3.08,12.51,0.0008,0.385308
3002,8.65,39.78,0.0038,3.44097
3003,17.17,38.74,0.0025,6.651658
3004,19.83,4.41,0.0064,0.874503
3005,18.04,8.96,0.005,1.616384
3006,12.03,3.58,0.0001,0.430674
3007,21.38,8.64,0.0083,1.847232
3008,24.6,20.57,0.0008,5.06022
3009,8.02,26.95,0.0033,2.16139
3010,16.51,25.33,0.0057,4.181983
3011,3.84,27.26,0.0012,1.046784
3012,24.49,21.94,0.0077,5.373106
3013,0.71,26.74,0.0021,0.189854
3014,19.62,27.31,0.0053,5.358222
3015,16.59,9.93,0.0045,1.647387
3016,8.37,29.34,0.0091,2.455758
3017,19.43,0.67,0.0046,0.130181
3018,0.71,29,0.0017,0.2059
3019,2.11,32,0.006,0.6752
3020,2.32,18.85,0.0041,0.43732
3021,19.48,19.26,0.0076,3.751848
3022,9.93,33.97,0.0029,3.373221
3023,14.04,29.44,0.0048,4.133376
3024,5.34,30.71,0.0075,1.639914
3025,1.67,17.48,0.0057,0.291916
3026,11.38,35.09,0.0028,3.993242
3027,15.54,8.12,0.0004,1.261848
3028,2.38,3.8,0.0006,0.09044
3029,11.93,35.3,0.0061,4.21129
3030,13.05,36.43,0.0056,4.754115
3031,11.59,14.45,0.0074,1.674755
3032,5.69,12.55,0.0015,0.714095
3033,5.32,8.45,0.0014,0.44954
3034,2.73,19.25,0.0092,0.525525
3035,14.27,15.29,0.0014,2.181883
3036,11.4,26.3,0.0056,2.9982
3037,0.64,10.85,0.0049,0.06944
3038,20.51,27.63,0.0041,5.666913
3039,11.98,24.87,0.0071,2.979426
3040,21.96,18.32,0.0036,4.023072
3041,13.24,23.3,0.0001,3.08492
3042,2.24,8.19,0.0032,0.183456
3043,20.84,36.48,0.0057,7.602432
3044,19.96,13.45,0.0019,2.68462
3045,10,27.4,0.0027,2.74
3046,18.7,16.86,0.0049,3.15282
3047,4.71,34.49,0.0048,1.624479
3048,10.03,32.88,0.0075,3.297864
3049,8.56,37.98,0.0077,3.251088
3050,6.07,24.65,0.0003,1.496255
3051,20.95,38.3,0.0054,8.02385
3052,3.6,39.44,0.0026,1.41984
3053,1.65,11.07,0.0018,0.182655
3054,5.64,22.31,0.008,1.258284
3055,3.59,8.45,0.0004,0.303355
3056,0.64,6.37,0.0095,0.040768
3057,12.88,36.64,0.007,4.719232
3058,5.46,24.87,0.001,1.357902
3059,5.58,14.35,0.004,0.80073
3060,7.7,0.58,0.0017,0.04466
3061,20.91,28.53,0.0046,5.965623
3062,7,12.34,0.0072,0.8638
3063,13.48,36.44,0.0063,4.912112
3064,8.94,24.02,0.0021,2.147388
3065,7.75,26.8,0.0046,2.077
3066,22.35,19.09,0.0076,4.266615
3067,10.19,23.9,0.007,2.43541
3068,16.46,22.24,0.0001,3.660704
3069,17.68,11.39,0.0015,2.013752
3070,7.95,14.31,0.0071,1.137645
3071,13.07,38.14,0.0029,4.984898
3072,15.46,24.08,0.0029,3.722768
3073,18.86,12.54,0.0047,2.365044
3074,2.52,0.72,0.0043,0.018144
3075,6.69,7.53,0.0051,0.503757
3076,2.63,35.83,0.0011,0.942329
3077,15.29,2.9,0.009,0.44341
3078,12.48,22.26,0.0024,2.778048
3079,20.44,20.36,0.0012,4.161584
3080,13.46,21.31,0.0069,2.868326
3081,22.38,5.09,0.0039,1.139142
3082,17.46,28.99,0.003,5.061654
3083,11.52,23.24,0.0018,2.677248
3084,22.93,26.72,0.0065,6.126896
3085,20.93,3.24,0.0033,0.678132
3086,8.39,29.67,0.0066,2.489313
3087,12.26,39.03,0.0089,4.785078
3088,9.18,24.77,0.0017,2.273886
3089,21.89,32.76,0.009,7.171164
3090,7.7,4.3,0.01,0.3311
3091,23.86,24.57,0.0078,5.862402
3092,10.28,27.33,0.0056,2.809524
3093,23.82,22.07,0.0041,5.257074
3094,13.73,16.32,0.0017,2.240736
3095,8.32,37.27,0.0092,3.100864
3096,16.19,15.42,0.003,2.496498
3097,11.59,2.26,0.0034,0.261934
3098,21.72,26.63,0.0078,5.784036
3099,14.99,21.41,0.004,3.209359
3100,10.92,14.78,0.0007,1.613976
3101,10.37,15.05,0.006,1.560685
3102,18.64,6.26,0.0042,1.166864
3103,0.54,3.87,0.0044,0.020898
3104,12.28,38.34,0.0009,4.708152
3105,10.39,6.69,0.0036,0.695091
3106,19.29,19.17,0.0016,3.697893
3107,14.06,14.12,0.0047,1.985272
3108,8.54,17.26,0.0076,1.474004
3109,7.84,14.1,0.0049,1.10544
3110,4.97,8.92,0.0061,0.443324
3111,18.48,7.75,0.0025,1.4322
3112,23.24,7.23,0.0018,1.680252
3113,14.97,30.26,0.0078,4.529922
3114,0.69,39.43,0.0093,0.272067
3115,20.59,5.17,0.0073,1.064503
3116,20.61,3.39,0.0014,0.698679
3117,8.01,37.57,0.0072,3.009357
3118,18.32,35.79,0.0079,6.556728
3119,10.01,39.73,0.0083,3.976973
3120,0.1,14.79,0.0036,0.01479
3121,21.29,24.58,0.0052,5.233082
3122,10.62,2.21,0.003,0.234702
3123,6.49,37.48,0.0056,2.432452
3124,21.55,2.48,0.0032,0.53444
3125,15.18,8.46,0.0091,1.284228
3126,20.65,8.24,0.0079,1.70156
3127,14.43,34.99,0.0024,5.049057
3128,8.1,18.24,0.0043,1.47744
3129,10.62,26.15,0.0007,2.77713
3130,19.91,32.4,0.0036,6.45084
3131,10.16,22.81,0.0093,2.317496
3132,14.36,25.97,0.0068,3.729292
3133,15.54,0.78,0.0046,0.121212
3134,20.21,4.58,0,0.925618
3135,0.44,30.41,0.0098,0.133804
3136,12.89,7.39,0.0003,0.952571
3137,6.26,7.76,0.0051,0.485776
3138,22.65,9.65,0.0093,2.185725
3139,17.49,31.13,0.0019,5.444637
3140,1.7,37.35,0.007,0.63495
3141,20.71,11.89,0.0031,2.462419
3142,10.2,0.19,0.0051,0.01938
3143,9.28,15.33,0.0096,1.422624
3144,23.99,34.98,0.0028,8.391702
3145,7.09,8.45,0.0008,0.599105
3146,8.92,32.07,0.0011,2.860644
3147,9.25,17.73,0.0066,1.640025
3148,19.62,5.43,0.0017,1.065366
3149,2.53,36.05,0.004,0.912065
3150,11.12,11.57,0.004,1.286584
3151,1.75,15.77,0.0003,0.275975
3152,6.55,14.63,0.0041,0.958265
3153,19.91,10.8,0.0061,2.15028
3154,9.33,31.02,0.009,2.894166
3155,21.11,9.53,0,2.011783
3156,4.71,38.4,0.002,1.80864
3157,16.68,22.23,0.0047,3.707964
3158,15.97,7.13,0.0095,1.138661
3159,13.73,7.05,0.003,0.967965
3160,14.44,27.38,0.004,3.953672
3161,9.67,26.04,0.0009,2.518068
3162,9.25,26.87,0.005,2.485475
3163,12.86,31.22,0.0029,4.014892
3164,11.79,20.44,0.0091,2.409876
3165,9.16,34.84,0.0022,3.191344
3166,10.63,29.8,0.0094,3.16774
3167,3.44,37.45,0.0026,1.28828
3168,14.16,4.38,0.0015,0.620208
3169,18.03,11.63,0.0026,2.096889
3170,16.48,38.92,0.0008,6.414016
3171,15.14,18.03,0.0083,2.729742
3172,20.82,25.61,0.0019,5.332002
3173,17.49,12.44,0.0044,2.175756
3174,15.9,11.72,0.0039,1.86348
3175,16.44,37.32,0.0081,6.135408
3176,10.31,9.05,0.0089,0.933055
3177,10.07,39.39,0.0085,3.966573
3178,23.18,4.97,0.009,1.152046
3179,10.96,23.09,0.0012,2.530664
3180,2.57,9.18,0.0094,0.235926
3181,3.25,9.44,0.0036,0.3068
3182,17.47,22.12,0.0011,3.864364
3183,4.13,33.89,0.0097,1.399657
3184,10.11,9.52,0.0038,0.962472
3185,19.07,13.5,0.0088,2.57445
3186,21.46,24.29,0.0091,5.212634
3187,22.02,8.94,0.0055,1.968588
3188,6.83,23.19,0.0091,1.583877
3189,10.33,29.27,0.0094,3.023591
3190,11.29,37.17,0.002,4.196493
3191,0.06,18.05,0.0063,0.01083
3192,11.68,36.54,0.0089,4.267872
3193,21.96,25.52,0.0072,5.604192
3194,6.25,39.04,0.0028,2.44
3195,11.99,13.3,0.0055,1.59467
3196,0.58,22.58,0.001,0.130964
3197,23.78,27.58,0.0043,6.558524
3198,22.3,28.46,0.0098,6.34658
3199,22.14,38.71,0.0021,8.570394
3200,5.65,34.42,0.0029,1.94473
3201,18.91,17.31,0.0083,3.273321
3202,0.81,23.93,0.0059,0.193833
3203,11.86,23.42,0.0014,2.777612
3204,3.56,12.63,0.0021,0.449628
3205,18.42,8.37,0.0062,1.541754
3206,5.54,3.36,0.0001,0.186144
3207,18.86,32.76,0.0058,6.178536
3208,15.05,7.18,0.0097,1.08059
3209,11.79,13.84,0.008,1.631736
3210,9.07,5.09,0.0009,0.461663
3211,1.04,11.16,0.0078,0.116064
3212,3.58,19.26,0.0005,0.689508
3213,19.75,19.73,0.0072,3.896675
3214,2.51,37.53,0.0057,0.942003
3215,17.83,5.17,0.0034,0.921811
3216,6.2,25.17,0.0005,1.56054
3217,22.25,16.71,0.007,3.717975
3218,16.95,19.55,0.0003,3.313725
3219,4.81,34.15,0.0011,1.642615
3220,1.93,1.01,0.0026,0.019493
